,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Nepean Raiders Bantam AA,OEBHL AA,138413,13,13,28,32,28,0.0,26,,,,,,,,,,,,,,,,
0,20092010,Ottawa Senators Minor Midget AAA,OEMMHL,87176,7,6,24,30,24,0.0,13,,,,,,,,,,,,,,,,
0,20102011,Winchester,ON-Jr.B,1,23,10,94,40,94,,33,,,,,,,,,,,,,,,,
0,20102011,Nepean,CJHL,2,2,0,0,5,0,,2,,,,,,,,,,,,,,,,
0,20112012,Nepean,CJHL,1,37,13,61,53,61,,50,,,,,,,,,,,,,,,,
0,20122013,Halifax,QMJHL,1,36,8,58,62,58,55.0,44,116.0,2.0,6.9,2.0,0.0,,,,,,,,,,,
0,20132014,Halifax,QMJHL,1,47,12,97,61,97,56.0,59,173.0,6.0,6.9,0.0,0.0,,,,,,,,,,,
0,20142015,San Antonio,AHL,1,8,2,40,31,40,2.0,10,44.0,1.0,4.5,1.0,0.0,,,,,,,,,,,
0,20142015,Cincinnati,ECHL,2,12,1,13,21,13,4.0,13,40.0,0.0,2.5,,0.0,,,,,,,,,,,
0,20152016,Portland,AHL,1,17,7,60,62,60,-8.0,24,96.0,2.0,7.3,1.0,0.0,,,,,,,,,,,
0,20152016,Portland Pirates,AHL,887,17,7,60,62,60,-8.0,24,,,,,,,,,,,,,,,,
0,20162017,Florida Panthers,National Hockey League,1,0,0,4,3,4,0.0,0,3.0,0.0,0.0,0.0,0.0,52:20,4.0,0.0,05:45,46:35,0.0,0.0,0.0,00:00,1.0,62.0
0,20162017,Springfield Thunderbirds,AHL,39667,22,14,70,60,70,7.0,36,,,,,,,,,,,,,,,,
0,20172018,Florida Panthers,National Hockey League,1,6,2,32,60,32,5.0,8,58.0,0.0,3.45,0.0,0.0,874:20,108.0,0.0,22:57,842:55,0.0,0.0,0.0,08:28,69.0,1153.0
0,20182019,Florida Panthers,National Hockey League,1,11,4,64,64,64,-3.0,15,79.0,0.0,5.06,2.0,0.0,1085:51,127.0,1.0,18:37,974:50,100.0,0.0,0.0,92:24,103.0,1471.0
0,20192020,Florida Panthers,National Hockey League,1,11,7,33,45,33,6.0,18,77.0,0.0,9.1,1.0,0.0,905:15,76.0,0.0,09:18,815:15,0.0,0.0,0.0,80:42,71.0,1133.0
0,20202021,Florida Panthers,National Hockey League,1,30,6,45,54,45,29.0,36,101.0,0.0,5.9,1.0,0.0,1194:16,118.0,3.0,22:49,1027:35,0.0,0.0,2.0,143:52,83.0,1513.0
0,20212022,Florida Panthers,National Hockey League,1,36,8,81,80,81,40.0,44,203.0,1.0,3.9,2.0,1.0,1869:48,179.0,3.0,53:01,1595:04,0.0,0.0,2.0,221:43,156.0,2372.0
